3e-05,4.7526e-05,880.45,863.446,880.45,815.92
3e-05,1.42e-05,880.45,877.646,880.45,863.446
3e-05,1.4909e-05,880.45,892.555,880.45,877.646
3e-05,4.7526e-05,705.52,863.446,705.52,815.92
3e-05,1.42e-05,705.52,877.646,705.52,863.446
3e-05,1.4909e-05,705.52,892.555,705.52,877.646
3e-05,4.7526e-05,470.52,863.446,470.52,815.92
3e-05,1.42e-05,470.52,877.646,470.52,863.446
3e-05,1.4909e-05,470.52,892.555,470.52,877.646
3e-05,4.7526e-05,235.52,863.446,235.52,815.92
3e-05,1.42e-05,235.52,877.646,235.52,863.446
3e-05,1.4909e-05,235.52,892.555,235.52,877.646
3e-05,1.42e-05,880.45,19.686,880.45,5.486
3e-05,1.4909e-05,880.45,34.595,880.45,19.686
3e-05,1.42e-05,705.52,19.686,705.52,5.486
3e-05,1.4909e-05,705.52,34.595,705.52,19.686
3e-05,1.42e-05,470.52,19.686,470.52,5.486
3e-05,1.4909e-05,470.52,34.595,470.52,19.686
3e-05,1.42e-05,235.52,19.686,235.52,5.486
3e-05,1.4909e-05,235.52,34.595,235.52,19.686
3e-05,1.008e-05,880.45,725.2,880.45,715.12
3e-05,1.008e-05,880.45,735.28,880.45,725.2
3e-05,1.008e-05,880.45,745.36,880.45,735.28
3e-05,1.008e-05,880.45,755.44,880.45,745.36
3e-05,1.008e-05,880.45,765.52,880.45,755.44
3e-05,1.008e-05,880.45,775.6,880.45,765.52
3e-05,1.008e-05,880.45,785.68,880.45,775.6
3e-05,1.008e-05,880.45,795.76,880.45,785.68
3e-05,1.008e-05,880.45,805.84,880.45,815.92
3e-05,1.008e-05,880.45,805.84,880.45,795.76
3e-05,1.008e-05,880.45,705.04,880.45,715.12
3e-05,1.008e-05,705.52,725.2,705.52,715.12
3e-05,1.008e-05,705.52,735.28,705.52,725.2
3e-05,1.008e-05,705.52,745.36,705.52,735.28
3e-05,1.008e-05,705.52,755.44,705.52,745.36
3e-05,1.008e-05,705.52,765.52,705.52,755.44
3e-05,1.008e-05,705.52,775.6,705.52,765.52
3e-05,1.008e-05,705.52,785.68,705.52,775.6
3e-05,1.008e-05,705.52,795.76,705.52,785.68
3e-05,1.008e-05,705.52,805.84,705.52,815.92
3e-05,1.008e-05,705.52,805.84,705.52,795.76
3e-05,1.008e-05,705.52,705.04,705.52,715.12
3e-05,4.625e-06,470.52,745.36,470.52,740.735
3e-05,1.008e-05,470.52,755.44,470.52,745.36
3e-05,1.008e-05,470.52,765.52,470.52,755.44
3e-05,1.008e-05,470.52,775.6,470.52,765.52
3e-05,1.008e-05,470.52,785.68,470.52,775.6
3e-05,1.008e-05,470.52,795.76,470.52,785.68
3e-05,1.008e-05,470.52,805.84,470.52,815.92
3e-05,1.008e-05,470.52,805.84,470.52,795.76
3e-05,1.008e-05,235.52,725.2,235.52,715.12
3e-05,1.008e-05,235.52,735.28,235.52,725.2
3e-05,1.008e-05,235.52,745.36,235.52,735.28
3e-05,1.008e-05,235.52,755.44,235.52,745.36
3e-05,1.008e-05,235.52,765.52,235.52,755.44
3e-05,1.008e-05,235.52,775.6,235.52,765.52
3e-05,1.008e-05,235.52,785.68,235.52,775.6
3e-05,1.008e-05,235.52,795.76,235.52,785.68
3e-05,1.008e-05,235.52,805.84,235.52,815.92
3e-05,1.008e-05,235.52,805.84,235.52,795.76
3e-05,1.008e-05,235.52,705.04,235.52,715.12
3e-05,2.75e-07,470.52,654.64,470.52,654.365
3e-05,1.008e-05,880.45,604.24,880.45,594.16
3e-05,1.008e-05,880.45,614.32,880.45,604.24
3e-05,1.008e-05,880.45,624.4,880.45,614.32
3e-05,1.008e-05,880.45,634.48,880.45,624.4
3e-05,1.008e-05,880.45,644.56,880.45,634.48
3e-05,1.008e-05,880.45,654.64,880.45,644.56
3e-05,1.008e-05,880.45,664.72,880.45,654.64
3e-05,1.008e-05,880.45,674.8,880.45,664.72
3e-05,1.008e-05,880.45,684.88,880.45,674.8
3e-05,1.008e-05,880.45,694.96,880.45,705.04
3e-05,1.008e-05,880.45,694.96,880.45,684.88
3e-05,1.008e-05,705.52,604.24,705.52,594.16
3e-05,1.008e-05,705.52,614.32,705.52,604.24
3e-05,1.008e-05,705.52,624.4,705.52,614.32
3e-05,1.008e-05,705.52,634.48,705.52,624.4
3e-05,1.008e-05,705.52,644.56,705.52,634.48
3e-05,1.008e-05,705.52,654.64,705.52,644.56
3e-05,1.008e-05,705.52,664.72,705.52,654.64
3e-05,1.008e-05,705.52,674.8,705.52,664.72
3e-05,1.008e-05,705.52,684.88,705.52,674.8
3e-05,1.008e-05,705.52,694.96,705.52,705.04
3e-05,1.008e-05,705.52,694.96,705.52,684.88
7.255e-06,4.86e-06,481.892,669.94,481.892,674.8
3e-05,1.008e-05,470.52,604.24,470.52,594.16
3e-05,1.008e-05,470.52,614.32,470.52,604.24
3e-05,1.008e-05,470.52,624.4,470.52,614.32
3e-05,1.008e-05,470.52,634.48,470.52,624.4
3e-05,9.805e-06,470.52,644.56,470.52,654.365
3e-05,1.008e-05,470.52,644.56,470.52,634.48
3e-05,1.008e-05,235.52,604.24,235.52,594.16
3e-05,1.008e-05,235.52,614.32,235.52,604.24
3e-05,1.008e-05,235.52,624.4,235.52,614.32
3e-05,1.008e-05,235.52,634.48,235.52,624.4
3e-05,1.008e-05,235.52,644.56,235.52,634.48
3e-05,1.008e-05,235.52,654.64,235.52,644.56
3e-05,1.008e-05,235.52,664.72,235.52,654.64
3e-05,1.008e-05,235.52,674.8,235.52,664.72
3e-05,1.008e-05,235.52,684.88,235.52,674.8
3e-05,1.008e-05,235.52,694.96,235.52,705.04
3e-05,1.008e-05,235.52,694.96,235.52,684.88
3e-05,1.008e-05,880.45,503.44,880.45,493.36
3e-05,1.008e-05,880.45,513.52,880.45,503.44
3e-05,1.008e-05,880.45,523.6,880.45,513.52
3e-05,1.008e-05,880.45,533.68,880.45,523.6
3e-05,1.008e-05,880.45,543.76,880.45,533.68
3e-05,1.008e-05,880.45,553.84,880.45,543.76
3e-05,1.008e-05,880.45,563.92,880.45,553.84
3e-05,1.008e-05,880.45,574,880.45,563.92
3e-05,1.008e-05,880.45,584.08,880.45,594.16
3e-05,1.008e-05,880.45,584.08,880.45,574
3e-05,1.008e-05,880.45,483.28,880.45,493.36
3e-05,1.008e-05,705.52,503.44,705.52,493.36
3e-05,1.008e-05,705.52,513.52,705.52,503.44
3e-05,1.008e-05,705.52,523.6,705.52,513.52
3e-05,1.008e-05,705.52,533.68,705.52,523.6
3e-05,1.008e-05,705.52,543.76,705.52,533.68
3e-05,1.008e-05,705.52,553.84,705.52,543.76
3e-05,1.008e-05,705.52,563.92,705.52,553.84
3e-05,1.008e-05,705.52,574,705.52,563.92
3e-05,1.008e-05,705.52,584.08,705.52,594.16
3e-05,1.008e-05,705.52,584.08,705.52,574
3e-05,1.008e-05,705.52,483.28,705.52,493.36
3e-05,2.75e-07,470.52,503.44,470.52,503.715
3e-05,9.805e-06,470.52,513.52,470.52,503.715
3e-05,1.008e-05,470.52,523.6,470.52,513.52
3e-05,1.008e-05,470.52,533.68,470.52,523.6
